eps_xx,sigma_xx_MPa,time,U1_raw
4.13758837e-03,1.96960318e+02,0.884319,9.58746707e-04
4.14197479e-03,1.96948224e+02,0.885256,9.63133120e-04
4.14855441e-03,1.96959027e+02,0.886663,9.69712739e-04
4.15513403e-03,1.96977213e+02,0.888069,9.76292358e-04
4.16171364e-03,1.97015556e+02,0.889475,9.82871978e-04
4.17158310e-03,1.97069729e+02,0.891585,9.92741436e-04
4.17405041e-03,1.97079829e+02,0.892112,9.95208742e-04
4.17651783e-03,1.97091515e+02,0.892639,9.97676165e-04
4.18021891e-03,1.97107256e+02,0.893430,1.00137724e-03
4.18577041e-03,1.97131738e+02,0.894617,1.00692874e-03
4.18785226e-03,1.97139687e+02,0.895062,1.00901059e-03
4.19097499e-03,1.97152030e+02,0.895729,1.01213332e-03
4.19565907e-03,1.97171190e+02,0.896730,1.01681740e-03
4.20268532e-03,1.97201152e+02,0.898232,1.02384365e-03
4.20532015e-03,1.97211004e+02,0.898795,1.02647848e-03
4.20927233e-03,1.97225974e+02,0.899640,1.03043066e-03
4.21520066e-03,1.97249142e+02,0.900907,1.03635900e-03
4.22409317e-03,1.97285560e+02,0.902807,1.04525150e-03
4.23579034e-03,1.97334931e+02,0.905307,1.05694868e-03
4.23871458e-03,1.97344602e+02,0.905932,1.05987291e-03
4.24310099e-03,1.97359187e+02,0.906870,1.06425933e-03
4.24968067e-03,1.97382016e+02,0.908276,1.07083900e-03
4.25955001e-03,1.97418727e+02,0.910386,1.08070835e-03
4.26201744e-03,1.97425205e+02,0.910913,1.08317577e-03
4.26448474e-03,1.97436053e+02,0.911440,1.08564307e-03
4.26818582e-03,1.97447422e+02,0.912231,1.08934415e-03
4.27373732e-03,1.97465200e+02,0.913418,1.09489565e-03
4.27928893e-03,1.97480442e+02,0.914604,1.10044726e-03
4.28067683e-03,1.97487417e+02,0.914901,1.10183517e-03
4.28275869e-03,1.97493147e+02,0.915346,1.10391702e-03
4.28588141e-03,1.97501867e+02,0.916013,1.10703974e-03
4.29056550e-03,1.97515591e+02,0.917014,1.11172383e-03
4.29759175e-03,1.97537876e+02,0.918516,1.11875008e-03
4.30022657e-03,1.97545146e+02,0.919079,1.12138491e-03
4.30417876e-03,1.97556379e+02,0.919924,1.12533709e-03
4.30566084e-03,1.97560207e+02,0.920241,1.12681917e-03
4.30788402e-03,1.97566027e+02,0.920716,1.12904236e-03
4.31121862e-03,1.97575199e+02,0.921429,1.13237696e-03
4.31622076e-03,1.97589898e+02,0.922498,1.13737909e-03
4.32372373e-03,1.97613632e+02,0.924101,1.14488206e-03
4.33497841e-03,1.97649619e+02,0.926507,1.15613674e-03
4.33790265e-03,1.97657161e+02,0.927132,1.15906098e-03
4.34228906e-03,1.97668711e+02,0.928069,1.16344739e-03
4.34393401e-03,1.97672063e+02,0.928421,1.16509234e-03
4.34640131e-03,1.97676842e+02,0.928948,1.16755965e-03
4.35010239e-03,1.97684451e+02,0.929739,1.17126072e-03
4.35565389e-03,1.97697836e+02,0.930926,1.17681222e-03
4.35773574e-03,1.97701663e+02,0.931371,1.17889408e-03
4.36085847e-03,1.97707869e+02,0.932038,1.18201680e-03
4.36554267e-03,1.97718626e+02,0.933039,1.18670100e-03
4.37256880e-03,1.97738284e+02,0.934541,1.19372713e-03
4.37520363e-03,1.97741161e+02,0.935104,1.19636196e-03
4.37619165e-03,1.97743244e+02,0.935315,1.19734998e-03
4.37767373e-03,1.97746415e+02,0.935632,1.19883206e-03
4.37989691e-03,1.97751420e+02,0.936107,1.20105525e-03
4.38323163e-03,1.97759890e+02,0.936820,1.20438996e-03
4.38823365e-03,1.97774543e+02,0.937889,1.20939198e-03
4.38948418e-03,1.97774452e+02,0.938156,1.21064251e-03
4.39073471e-03,1.97781926e+02,0.938423,1.21189305e-03
4.39261040e-03,1.97787316e+02,0.938824,1.21376873e-03
4.39542404e-03,1.97795900e+02,0.939426,1.21658237e-03
4.39964456e-03,1.97809919e+02,0.940328,1.22080289e-03
4.40597523e-03,1.97833155e+02,0.941681,1.22713356e-03
4.41547134e-03,1.97872222e+02,0.943710,1.23662967e-03
4.42716840e-03,1.97925987e+02,0.946210,1.24832673e-03
4.43886558e-03,1.97982516e+02,0.948710,1.26002391e-03
4.45056264e-03,1.98042396e+02,0.951210,1.27172098e-03
4.45348688e-03,1.98056233e+02,0.951835,1.27464521e-03
4.45458351e-03,1.98061171e+02,0.952070,1.27574184e-03
4.45622846e-03,1.98068622e+02,0.952421,1.27738679e-03
4.45869577e-03,1.98079968e+02,0.952949,1.27985410e-03
4.46239684e-03,1.98097633e+02,0.953740,1.28355518e-03
4.46794834e-03,1.98125376e+02,0.954926,1.28910667e-03
4.47627564e-03,1.98170083e+02,0.956706,1.29743398e-03
4.48460307e-03,1.98215921e+02,0.958486,1.30576140e-03
4.49293037e-03,1.98263028e+02,0.960266,1.31408870e-03
4.50125767e-03,1.98317292e+02,0.962045,1.32241601e-03
4.51295485e-03,1.98396603e+02,0.964545,1.33411319e-03
4.51514800e-03,1.98408493e+02,0.965014,1.33630633e-03
4.51734127e-03,1.98424528e+02,0.965483,1.33849960e-03
4.52063105e-03,1.98445182e+02,0.966186,1.34178938e-03
4.52556578e-03,1.98477433e+02,0.967241,1.34672411e-03
4.53296781e-03,1.98528503e+02,0.968823,1.35412614e-03
4.53574362e-03,1.98547164e+02,0.969416,1.35690195e-03
4.53990721e-03,1.98576017e+02,0.970306,1.36106554e-03
4.54615278e-03,1.98621584e+02,0.971641,1.36731111e-03
4.54849482e-03,1.98638321e+02,0.972141,1.36965315e-03
4.54937306e-03,1.98644504e+02,0.972329,1.37053139e-03
4.55069053e-03,1.98653925e+02,0.972610,1.37184886e-03
4.55266656e-03,1.98668125e+02,0.973033,1.37382490e-03
4.55563085e-03,1.98689980e+02,0.973666,1.37678918e-03
4.56007710e-03,1.98723838e+02,0.974617,1.38123543e-03
4.56674641e-03,1.98777060e+02,0.976042,1.38790475e-03
4.57174843e-03,1.98812594e+02,0.977111,1.39290676e-03
4.57675057e-03,1.98857006e+02,0.978180,1.39790890e-03
4.57862625e-03,1.98872451e+02,0.978581,1.39978458e-03
4.58143989e-03,1.98895846e+02,0.979183,1.40259822e-03
4.58566041e-03,1.98931697e+02,0.980085,1.40681874e-03
4.59199108e-03,1.98987206e+02,0.981438,1.41314941e-03
4.59357374e-03,1.99001429e+02,0.981776,1.41473208e-03
4.59515653e-03,1.99015085e+02,0.982114,1.41631486e-03
4.59753047e-03,1.99035627e+02,0.982621,1.41868880e-03
4.60109150e-03,1.99066926e+02,0.983383,1.42224983e-03
4.60242690e-03,1.99078476e+02,0.983668,1.42358523e-03
4.60442994e-03,1.99095439e+02,0.984096,1.42558827e-03
4.60743462e-03,1.99121574e+02,0.984738,1.42859295e-03
4.61194152e-03,1.99160528e+02,0.985702,1.43309985e-03
4.61363164e-03,1.99176653e+02,0.986063,1.43478997e-03
4.61616670e-03,1.99198961e+02,0.986605,1.43732503e-03
4.61996940e-03,1.99232638e+02,0.987417,1.44112774e-03
4.62567352e-03,1.99287581e+02,0.988636,1.44683185e-03
4.62781254e-03,1.99307647e+02,0.989094,1.44897087e-03
4.63102106e-03,1.99335797e+02,0.989779,1.45217939e-03
4.63222433e-03,1.99346827e+02,0.990037,1.45338266e-03
4.63402912e-03,1.99363473e+02,0.990422,1.45518745e-03
4.63673635e-03,1.99389042e+02,0.991001,1.45789469e-03
4.64079715e-03,1.99429536e+02,0.991869,1.46195549e-03
4.64688835e-03,1.99489552e+02,0.993171,1.46804668e-03
4.65602509e-03,1.99583381e+02,0.995123,1.47718342e-03
4.66772227e-03,1.99711045e+02,0.997623,1.48888060e-03
4.67050215e-03,1.99739920e+02,0.998218,1.49166049e-03
4.67467192e-03,1.99784853e+02,0.999109,1.49583025e-03
4.67884168e-03,1.99830012e+02,1.000000,1.50000001e-03
