eps_xx,sigma_xx_MPa,time,U1_raw
1.55493853e-03,1.98863143e+02,0.322062,-7.31259061e-05
1.56700869e-03,1.99314894e+02,0.324562,-6.10557472e-05
1.57907885e-03,1.99755457e+02,0.327062,-4.89855847e-05
1.59114901e-03,2.00185647e+02,0.329562,-3.69154222e-05
1.60321917e-03,2.00605850e+02,0.332063,-2.48452616e-05
1.61528933e-03,2.01016608e+02,0.334563,-1.27751000e-05
1.62735949e-03,2.01418512e+02,0.337063,-7.04939055e-07
1.63942966e-03,2.01811832e+02,0.339563,1.13652222e-05
1.65149982e-03,2.02196863e+02,0.342063,2.34353829e-05
1.66356998e-03,2.02574284e+02,0.344563,3.55055454e-05
1.67564014e-03,2.02944504e+02,0.347062,4.75757042e-05
1.68771030e-03,2.03307975e+02,0.349562,5.96458667e-05
1.69978046e-03,2.03664923e+02,0.352062,7.17160292e-05
1.71185062e-03,2.04015688e+02,0.354562,8.37861880e-05
1.72392078e-03,2.04360633e+02,0.357062,9.58563469e-05
1.73599095e-03,2.04699916e+02,0.359562,1.07926513e-04
1.74806111e-03,2.05034103e+02,0.362063,1.19996672e-04
1.76013127e-03,2.05363444e+02,0.364563,1.32066838e-04
1.77220143e-03,2.05688482e+02,0.367063,1.44136997e-04
1.78427159e-03,2.06008763e+02,0.369563,1.56207156e-04
1.79634175e-03,2.06324538e+02,0.372063,1.68277315e-04
1.80841191e-03,2.06637029e+02,0.374563,1.80347473e-04
1.82048207e-03,2.06945715e+02,0.377062,1.92417632e-04
1.83255223e-03,2.07250098e+02,0.379562,2.04487791e-04
1.84462240e-03,2.07550586e+02,0.382062,2.16557964e-04
1.85669256e-03,2.07849262e+02,0.384562,2.28628123e-04
1.86876272e-03,2.08145062e+02,0.387062,2.40698282e-04
1.88083289e-03,2.08437963e+02,0.389562,2.52768456e-04
1.89290303e-03,2.08728100e+02,0.392062,2.64838600e-04
1.90497321e-03,2.09015226e+02,0.394563,2.76908773e-04
1.91704335e-03,2.09301287e+02,0.397063,2.88978918e-04
1.92911352e-03,2.09585605e+02,0.399563,3.01049091e-04
1.94118367e-03,2.09868360e+02,0.402063,3.13119235e-04
1.95325384e-03,2.10148917e+02,0.404563,3.25189409e-04
1.96532402e-03,2.10428116e+02,0.407063,3.37259582e-04
1.97739416e-03,2.10705662e+02,0.409562,3.49329726e-04
1.98946433e-03,2.10981283e+02,0.412062,3.61399900e-04
2.00153448e-03,2.11255590e+02,0.414562,3.73470044e-04
2.01360465e-03,2.11529037e+02,0.417062,3.85540217e-04
2.02567480e-03,2.11801781e+02,0.419562,3.97610362e-04
2.03774497e-03,2.12074095e+02,0.422062,4.09680535e-04
2.04981514e-03,2.12345775e+02,0.424563,4.21750708e-04
2.06188529e-03,2.12616912e+02,0.427063,4.33820853e-04
2.07395546e-03,2.12887731e+02,0.429563,4.45891026e-04
2.08602560e-03,2.13157962e+02,0.432063,4.57961170e-04
2.09809578e-03,2.13428215e+02,0.434563,4.70031344e-04
2.11016592e-03,2.13698151e+02,0.437063,4.82101488e-04
2.12223607e-03,2.13968156e+02,0.439562,4.94171632e-04
2.13430624e-03,2.14237707e+02,0.442062,5.06241806e-04
2.14637641e-03,2.14507099e+02,0.444562,5.18311979e-04
2.15844659e-03,2.14776719e+02,0.447062,5.30382153e-04
2.17051676e-03,2.15045907e+02,0.449562,5.42452326e-04
2.18258688e-03,2.15314462e+02,0.452062,5.54522441e-04
2.19465705e-03,2.15582269e+02,0.454562,5.66592615e-04
2.20672722e-03,2.15849103e+02,0.457063,5.78662788e-04
2.21879740e-03,2.16115076e+02,0.459563,5.90732961e-04
2.23086757e-03,2.16380528e+02,0.462063,6.02803135e-04
2.24293768e-03,2.16645232e+02,0.464563,6.14873250e-04
2.25500786e-03,2.16909167e+02,0.467063,6.26943423e-04
2.26707803e-03,2.17172286e+02,0.469563,6.39013597e-04
2.27914820e-03,2.17434454e+02,0.472062,6.51083770e-04
2.29121838e-03,2.17695354e+02,0.474562,6.63153944e-04
2.30328849e-03,2.17955076e+02,0.477062,6.75224059e-04
2.31535867e-03,2.18213711e+02,0.479562,6.87294232e-04
2.32742884e-03,2.18470874e+02,0.482062,6.99364406e-04
2.33949901e-03,2.18726475e+02,0.484562,7.11434579e-04
2.35156913e-03,2.18980580e+02,0.487063,7.23504694e-04
2.36363930e-03,2.19232851e+02,0.489563,7.35574868e-04
2.37570948e-03,2.19483718e+02,0.492063,7.47645041e-04
2.38777965e-03,2.19732796e+02,0.494563,7.59715214e-04
2.39984982e-03,2.19979881e+02,0.497063,7.71785388e-04
2.41191994e-03,2.20224791e+02,0.499563,7.83855503e-04
2.42399011e-03,2.20467392e+02,0.502062,7.95925676e-04
2.43606028e-03,2.20707615e+02,0.504562,8.07995850e-04
2.44813046e-03,2.20945391e+02,0.507062,8.20066023e-04
2.46020063e-03,2.21180518e+02,0.509562,8.32136197e-04
2.47227075e-03,2.21413041e+02,0.512062,8.44206312e-04
2.48434092e-03,2.21642800e+02,0.514562,8.56276485e-04
2.49641109e-03,2.21869661e+02,0.517062,8.68346659e-04
2.50848127e-03,2.22093486e+02,0.519562,8.80416832e-04
2.52055138e-03,2.22314164e+02,0.522062,8.92486947e-04
2.53262155e-03,2.22531603e+02,0.524562,9.04557121e-04
2.54469173e-03,2.22745532e+02,0.527062,9.16627294e-04
2.55676190e-03,2.22955724e+02,0.529562,9.28697467e-04
2.56883207e-03,2.23161975e+02,0.532062,9.40767641e-04
2.58090219e-03,2.23364105e+02,0.534563,9.52837756e-04
2.59297236e-03,2.23562044e+02,0.537063,9.64907929e-04
2.60504254e-03,2.23755545e+02,0.539563,9.76978103e-04
2.61711271e-03,2.23944267e+02,0.542063,9.89048276e-04
2.62918288e-03,2.24127984e+02,0.544563,1.00111845e-03
2.64125306e-03,2.24306515e+02,0.547063,1.01318862e-03
2.65332323e-03,2.24479633e+02,0.549563,1.02525880e-03
2.66539329e-03,2.24647179e+02,0.552063,1.03732885e-03
2.67746346e-03,2.24808996e+02,0.554563,1.04939903e-03
2.68953363e-03,2.24965106e+02,0.557063,1.06146920e-03
2.70160381e-03,2.25115259e+02,0.559563,1.07353937e-03
2.71367398e-03,2.25259320e+02,0.562063,1.08560955e-03
2.72574415e-03,2.25397153e+02,0.564562,1.09767972e-03
2.73781433e-03,2.25528917e+02,0.567062,1.10974989e-03
2.74988450e-03,2.25652527e+02,0.569562,1.12182007e-03
2.76195467e-03,2.25772310e+02,0.572062,1.13389024e-03
2.77402473e-03,2.25886204e+02,0.574562,1.14596030e-03
2.78609490e-03,2.25991289e+02,0.577062,1.15803047e-03
2.79816508e-03,2.26092025e+02,0.579562,1.17010064e-03
2.81023525e-03,2.26186398e+02,0.582062,1.18217082e-03
2.82230543e-03,2.26273930e+02,0.584562,1.19424099e-03
2.83437560e-03,2.26352835e+02,0.587062,1.20631116e-03
2.84644577e-03,2.26427594e+02,0.589562,1.21838134e-03
2.85851595e-03,2.26496126e+02,0.592062,1.23045151e-03
2.87058612e-03,2.26555032e+02,0.594562,1.24252168e-03
2.88265629e-03,2.26610700e+02,0.597063,1.25459186e-03
2.89472635e-03,2.26660094e+02,0.599563,1.26666191e-03
2.90679652e-03,2.26700656e+02,0.602063,1.27873209e-03
2.91886670e-03,2.26736960e+02,0.604563,1.29080226e-03
2.93093687e-03,2.26767172e+02,0.607063,1.30287244e-03
2.94300704e-03,2.26790929e+02,0.609563,1.31494261e-03
2.95507722e-03,2.26808481e+02,0.612063,1.32701278e-03
2.96714739e-03,2.26820122e+02,0.614563,1.33908296e-03
2.97921756e-03,2.26826168e+02,0.617063,1.35115313e-03
2.99128774e-03,2.26824968e+02,0.619563,1.36322330e-03
3.00335779e-03,2.26820348e+02,0.622063,1.37529336e-03
3.01542797e-03,2.26810768e+02,0.624563,1.38736353e-03
3.02749814e-03,2.26796908e+02,0.627062,1.39943371e-03
3.03956831e-03,2.26777657e+02,0.629562,1.41150388e-03
3.05163849e-03,2.26753515e+02,0.632062,1.42357405e-03
3.06370866e-03,2.26725047e+02,0.634562,1.43564423e-03
3.07577883e-03,2.26692706e+02,0.637062,1.44771440e-03
3.08784901e-03,2.26656765e+02,0.639562,1.45978457e-03
3.09991918e-03,2.26616769e+02,0.642062,1.47185475e-03
3.11198935e-03,2.26574826e+02,0.644562,1.48392492e-03
3.11500684e-03,2.26562596e+02,0.645187,1.48694240e-03
3.11953318e-03,2.26544252e+02,0.646125,1.49146875e-03
3.12632264e-03,2.26516848e+02,0.647531,1.49825821e-03
3.13650677e-03,2.26475675e+02,0.649641,1.50844234e-03
3.14857694e-03,2.26425714e+02,0.652141,1.52051251e-03
3.16064712e-03,2.26374123e+02,0.654641,1.53258268e-03
3.17271729e-03,2.26320154e+02,0.657141,1.54465286e-03
3.18478746e-03,2.26264713e+02,0.659641,1.55672303e-03
3.19685764e-03,2.26207981e+02,0.662141,1.56879320e-03
3.20892781e-03,2.26150388e+02,0.664641,1.58086338e-03
3.22099798e-03,2.26091618e+02,0.667141,1.59293355e-03
3.23306804e-03,2.26032326e+02,0.669641,1.60500361e-03
3.24513821e-03,2.25972333e+02,0.672141,1.61707378e-03
3.24815582e-03,2.25956412e+02,0.672766,1.62009138e-03
3.25268216e-03,2.25932337e+02,0.673703,1.62461773e-03
3.25437950e-03,2.25923052e+02,0.674055,1.62631506e-03
3.25692550e-03,2.25909237e+02,0.674582,1.62886106e-03
3.26074462e-03,2.25888764e+02,0.675373,1.63268019e-03
3.26647318e-03,2.25858484e+02,0.676560,1.63840875e-03
3.27506615e-03,2.25814004e+02,0.678339,1.64700171e-03
3.28713632e-03,2.25753490e+02,0.680839,1.65907189e-03
3.29920650e-03,2.25692907e+02,0.683339,1.67114206e-03
3.30222398e-03,2.25676805e+02,0.683964,1.67415955e-03
3.30675032e-03,2.25652731e+02,0.684902,1.67868589e-03
3.30844766e-03,2.25643468e+02,0.685253,1.68038323e-03
3.31099366e-03,2.25629721e+02,0.685781,1.68292923e-03
3.31481278e-03,2.25609338e+02,0.686572,1.68674835e-03
3.32054135e-03,2.25579217e+02,0.687758,1.69247692e-03
3.32913431e-03,2.25535122e+02,0.689538,1.70106988e-03
3.34120449e-03,2.25475038e+02,0.692038,1.71314005e-03
3.34422197e-03,2.25459366e+02,0.692663,1.71615754e-03
3.34874832e-03,2.25435812e+02,0.693601,1.72068388e-03
3.35553777e-03,2.25400890e+02,0.695007,1.72747334e-03
3.36572202e-03,2.25350137e+02,0.697116,1.73765759e-03
3.36873950e-03,2.25334487e+02,0.697741,1.74067507e-03
3.37326585e-03,2.25311024e+02,0.698679,1.74520141e-03
3.38005531e-03,2.25276532e+02,0.700085,1.75199087e-03
3.39023955e-03,2.25226436e+02,0.702194,1.76217512e-03
3.40230973e-03,2.25169024e+02,0.704694,1.77424529e-03
3.40532721e-03,2.25343795e+02,0.705319,1.77726278e-03
3.40834470e-03,2.25350363e+02,0.705944,1.78028026e-03
3.41287104e-03,2.25334578e+02,0.706882,1.78480661e-03
3.41739738e-03,2.25323096e+02,0.707819,1.78933295e-03
3.42192373e-03,2.25306540e+02,0.708757,1.79385929e-03
3.42362106e-03,2.25300335e+02,0.709108,1.79555663e-03
3.42616707e-03,2.25291185e+02,0.709636,1.79810263e-03
3.42998619e-03,2.25277348e+02,0.710427,1.80192175e-03
3.43571475e-03,2.25254338e+02,0.711613,1.80765032e-03
3.44430772e-03,2.25213459e+02,0.713393,1.81624328e-03
3.44645593e-03,2.25995139e+02,0.713838,1.81839149e-03
3.44860414e-03,2.26278166e+02,0.714283,1.82053971e-03
3.45075235e-03,2.26294404e+02,0.714728,1.82268792e-03
3.45290056e-03,2.26274270e+02,0.715173,1.82483613e-03
3.45504889e-03,2.26255880e+02,0.715618,1.82698446e-03
3.45719710e-03,2.26236018e+02,0.716063,1.82913267e-03
3.45934532e-03,2.26214186e+02,0.716508,1.83128088e-03
3.46256769e-03,2.26191176e+02,0.717175,1.83450326e-03
3.46740114e-03,2.26171813e+02,0.718176,1.83933671e-03
3.47465149e-03,2.26175029e+02,0.719678,1.84658705e-03
3.48552689e-03,2.26162550e+02,0.721930,1.85746246e-03
3.48854437e-03,2.26159832e+02,0.722555,1.86047994e-03
3.49307072e-03,2.26157318e+02,0.723493,1.86500628e-03
3.49986018e-03,2.26155484e+02,0.724899,1.87179574e-03
3.50240618e-03,2.26152721e+02,0.725427,1.87434175e-03
3.50622530e-03,2.26149754e+02,0.726218,1.87816087e-03
3.51195387e-03,2.26147127e+02,0.727404,1.88388943e-03
3.51410208e-03,2.26145474e+02,0.727849,1.88603764e-03
3.51732445e-03,2.26143186e+02,0.728516,1.88926002e-03
3.52215802e-03,2.26139472e+02,0.729518,1.89409358e-03
3.52940825e-03,2.26134920e+02,0.731019,1.90134381e-03
3.53212713e-03,2.26131817e+02,0.731582,1.90406269e-03
3.53620539e-03,2.26127446e+02,0.732427,1.90814096e-03
3.54232278e-03,2.26121784e+02,0.733694,1.91425835e-03
3.55149899e-03,2.26114016e+02,0.735595,1.92343455e-03
3.55451647e-03,2.26110075e+02,0.736220,1.92645204e-03
3.55904282e-03,2.26103077e+02,0.737157,1.93097838e-03
3.56074015e-03,2.26100360e+02,0.737509,1.93267572e-03
3.56328627e-03,2.26095966e+02,0.738036,1.93522184e-03
3.56710528e-03,2.26093203e+02,0.738827,1.93904084e-03
3.57283396e-03,2.26091686e+02,0.740014,1.94476952e-03
3.57498217e-03,2.26091595e+02,0.740459,1.94691774e-03
3.57820443e-03,2.26089987e+02,0.741126,1.95013999e-03
3.57941282e-03,2.26088900e+02,0.741376,1.95134839e-03
3.58122552e-03,2.26085186e+02,0.741752,1.95316109e-03
3.58394429e-03,2.26082853e+02,0.742315,1.95587985e-03
3.58802255e-03,2.26084823e+02,0.743160,1.95995811e-03
3.58955201e-03,2.26085775e+02,0.743476,1.96148758e-03
3.59184586e-03,2.26087654e+02,0.743952,1.96378143e-03
3.59528710e-03,2.26090100e+02,0.744664,1.96722266e-03
3.60044849e-03,2.26094381e+02,0.745733,1.97238405e-03
3.60819080e-03,2.26100699e+02,0.747337,1.98012637e-03
3.61980440e-03,2.26110370e+02,0.749742,1.99173996e-03
3.63187457e-03,2.26111434e+02,0.752242,2.00381014e-03
3.63187457e-03,2.26134761e+02,0.752242,2.00381014e-03
